"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year","demographic"
4141.03262791671,4139,243.495644123956,3669,4629,1.00402182458602,"Ntot.f[1,4]",2024,"pop.size"
4646.72782,4644,271.059982048513,4123,5187,1.00419285645609,"Ntot.f[2,4]",2024,"pop.size"
2968.26884,2967,171.980179166868,2634,3310,1.00428374443871,"Ntot.f[3,4]",2024,"pop.size"
4230.54658600753,4229,260.016403184906,3723,4749,1.0038356660609,"Ntot.f[1,5]",2025,"pop.size"
4866.70151333333,4865,302.668701048953,4279.975,5468,1.00406109073826,"Ntot.f[2,5]",2025,"pop.size"
2786.10658666667,2786,170.151042102196,2453,3122,1.00411370311814,"Ntot.f[3,5]",2025,"pop.size"
4314.86698719952,4314,275.222611125832,3774,4859,1.00371261427667,"Ntot.f[1,6]",2026,"pop.size"
5094.07498,5093,327.793535591149,4453,5740,1.00404660622534,"Ntot.f[2,6]",2026,"pop.size"
2613.09237333333,2613,168.039521330664,2284,2943,1.00398941521311,"Ntot.f[3,6]",2026,"pop.size"
4401.19846624617,4403.5,290.029191506112,3823,4950,1.00363456844743,"Ntot.f[1,7]",2027,"pop.size"
5327.06751333333,5327,360.588771497899,4619,6034,1.00393871332423,"Ntot.f[2,7]",2027,"pop.size"
2450.23596666667,2451,165.863395713177,2124,2774,1.0038807505051,"Ntot.f[3,7]",2027,"pop.size"
4485.84231664272,4494,301.656142254764,3871,5009.97091538206,1.00366727138536,"Ntot.f[1,8]",2028,"pop.size"
5571.00393837149,5572,393.345986787683,4795,6337,1.0038161354721,"Ntot.f[2,8]",2028,"pop.size"
2297.0803,2298,163.568360640541,1974,2616,1.00372968172229,"Ntot.f[3,8]",2028,"pop.size"
4567.7915968783,4586,308.935812378737,3917,5053.05820749458,1.00376546017498,"Ntot.f[1,9]",2029,"pop.size"
5824.12380555406,5827,430.67033479608,4970,6664,1.00368451247363,"Ntot.f[2,9]",2029,"pop.size"
2153.38932,2154,161.175679804996,1834,2468,1.00353528001123,"Ntot.f[3,9]",2029,"pop.size"
4644.57971411541,4679,310.755808742265,3963,5085.73065337091,1.00397554071354,"Ntot.f[1,10]",2030,"pop.size"
6087.28780360522,6093,466.095966001636,5153,6983,1.0036171994948,"Ntot.f[2,10]",2030,"pop.size"
2018.53967333333,2019,158.742570705062,1703,2327,1.00340875885503,"Ntot.f[3,10]",2030,"pop.size"
4714.66408122491,4775,307.105993949667,4008.975,5111.39024579908,1.00429929243596,"Ntot.f[1,11]",2031,"pop.size"
6354.04248414439,6371,492.939349481389,5339,7221.7716681896,1.00375096999689,"Ntot.f[2,11]",2031,"pop.size"
1892.06974,1893,156.214051742682,1581,2195,1.0032525833582,"Ntot.f[3,11]",2031,"pop.size"
4776.53731325351,4867.04638992762,298.920006711103,4053,5132.55893635972,1.00474220232478,"Ntot.f[1,12]",2032,"pop.size"
6611.63152513645,6661,497.241054917875,5532,7367.90322342375,1.0042302418112,"Ntot.f[2,12]",2032,"pop.size"
1773.51202,1775,153.572958057539,1468,2072,1.0031247316352,"Ntot.f[3,12]",2032,"pop.size"
4830.20104235496,4935.2447484408,287.453855951465,4098,5149.54287364824,1.00526220630604,"Ntot.f[1,13]",2033,"pop.size"
6842.53655457112,6949,474.814237920015,5728,7477.34749782996,1.00520920268164,"Ntot.f[2,13]",2033,"pop.size"
1662.41176666667,1664,150.81897560973,1362,1956,1.00297478439047,"Ntot.f[3,13]",2033,"pop.size"
4875.90252722213,4979.09409064321,274.03771257753,4143,5164.08369734715,1.00578697347375,"Ntot.f[1,14]",2034,"pop.size"
7035.70259700801,7163.81965880328,431.511486515874,5932,7562.0142313689,1.00657035054701,"Ntot.f[2,14]",2034,"pop.size"
1558.29628666667,1559,147.983839170551,1264,1847,1.00283047971021,"Ntot.f[3,14]",2034,"pop.size"
4914.25084183781,5008.54002350363,259.885828443323,4187,5175.39677126568,1.00629827001192,"Ntot.f[1,15]",2035,"pop.size"
7188.41468250763,7295.60838176023,379.491321828499,6144,7630.99259078131,1.00829538486119,"Ntot.f[2,15]",2035,"pop.size"
1460.74803333333,1462,145.059228549344,1172,1744,1.00271198187671,"Ntot.f[3,15]",2035,"pop.size"
4946.11196371215,5029.8667659294,245.529873783618,4232,5185.43318978877,1.00677046931886,"Ntot.f[1,16]",2036,"pop.size"
7305.72305624453,7387.62277520941,328.336066390002,6359.975,7685.0991657904,1.0101191236787,"Ntot.f[2,16]",2036,"pop.size"
1369.25146,1370,141.910047909276,1088,1646,1.00260910152032,"Ntot.f[3,16]",2036,"pop.size"
4972.58247877884,5046.04234677384,231.754800112843,4277,5193.42730534432,1.00723695729473,"Ntot.f[1,17]",2037,"pop.size"
7394.74386529348,7457.1146766854,283.223309622677,6584,7728.1785844134,1.01167442362515,"Ntot.f[2,17]",2037,"pop.size"
1283.51629333333,1284,138.667781957042,1009,1554,1.00243818638413,"Ntot.f[3,17]",2037,"pop.size"
4994.25284595444,5058.64689231699,218.667219312645,4321,5199.19079806354,1.00767631241336,"Ntot.f[1,18]",2038,"pop.size"
