"Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC.ofSD","SSeff","AC.100","Rhat","parameter","Year","demographic"
0.256074145534799,0.275165356228621,0.295568266210357,0.275253774543437,0.0100623614596021,0.274715365824846,4.10794186391201e-05,0.4,60000,0.000816216500452304,0.99999259745013,"ann.fec[1]",2004,"fecundity"
0.304604412676652,0.329478137199731,0.354643377668264,0.329532470665251,0.0127755204114267,0.329402896578372,6.72856605010853e-05,0.5,36051,0.0700506629465579,1.00004086020603,"ann.fec[2]",2005,"fecundity"
0.392348730896331,0.41712721432268,0.441050850065264,0.417167143347285,0.0124465202188485,0.417267917978812,7.78545164000016e-05,0.6,25558,0.0697420718622734,1.00032117459039,"ann.fec[3]",2006,"fecundity"
0.251711763783929,0.275338620451392,0.299259757062112,0.275373745842,0.0121832162233102,0.27535196543855,0.000159400862812332,1.3,5842,0.124664311416114,1.00145842977087,"ann.fec[4]",2007,"fecundity"
0.133358581454518,0.14935986544918,0.166030303178468,0.149441686629987,0.00833377234627144,0.149622004919994,6.56067739658037e-05,0.8,16136,0.114313844955294,1.00032256168729,"ann.fec[5]",2008,"fecundity"
0.254580382865174,0.274130634334634,0.294712037870571,0.274225934093193,0.0102977241898998,0.273884499553731,7.47079743345111e-05,0.7,19000,0.0948961040244096,1.00006769088104,"ann.fec[6]",2009,"fecundity"
0.173477397925296,0.191454309649167,0.209798510619826,0.191522992626221,0.0092924858505274,0.191514871557986,5.40695511080298e-05,0.6,29536,0.0886115899650561,1.00009726905345,"ann.fec[7]",2010,"fecundity"
0.424585105174542,0.479571124968514,0.535718711887362,0.479596980620916,0.0284256746151705,0.478289447452728,0.000288163973957613,1,9731,0.226339790225018,1.00037446782641,"ann.fec[8]",2011,"fecundity"
0.251048441394836,0.27113339283366,0.291145373928604,0.271214609416246,0.0102656314594041,0.270520482186969,5.40125761182964e-05,0.5,36123,0.0662215278852089,1.00005651379215,"ann.fec[9]",2012,"fecundity"
0.515273972615486,0.547915497205732,0.580177144448183,0.547955692522554,0.0166441094374799,0.548786699051006,9.31852924473406e-05,0.6,31903,0.0686499279414192,1.00002752172471,"ann.fec[10]",2013,"fecundity"
0.16142412002564,0.178314706625414,0.195261361851956,0.178433889359675,0.00866898466795732,0.178054252288715,4.62737197987756e-05,0.5,35097,0.0757997881443339,1.00022448740594,"ann.fec[11]",2014,"fecundity"
0.319015764079877,0.339858890911178,0.360168087535256,0.339913672934638,0.010498200817768,0.339642979525916,5.58353377985444e-05,0.5,35352,0.0741736228458173,1.00002175213983,"ann.fec[12]",2015,"fecundity"
0.239560221559458,0.263877654329436,0.288972414166324,0.263987929009984,0.0126056440135259,0.263639677248134,6.52469284753269e-05,0.5,37326,0.0769583376480147,1.00001490771435,"ann.fec[13]",2016,"fecundity"
0.42597415877467,0.453299603100191,0.479567812343387,0.453294436141311,0.0136854059552883,0.453203371103356,7.19460830338126e-05,0.5,36183,0.0787105484098666,1.00004816444528,"ann.fec[14]",2017,"fecundity"
0.196015095149798,0.216505108182527,0.23687100746556,0.216645278943929,0.0104199293448584,0.216158689111859,5.56560460738318e-05,0.5,35051,0.101811053076991,1.00001298442606,"ann.fec[15]",2018,"fecundity"
0.266506427151794,0.286947862577456,0.307905947410677,0.287031052912956,0.0105841662852428,0.286993449170519,4.99211150270237e-05,0.5,44952,0.0877882122522454,1.00003313394553,"ann.fec[16]",2019,"fecundity"
0.346202693622602,0.36889057011653,0.393313660486346,0.368983092252825,0.0119681848767682,0.368924534432565,4.88599101589609e-05,0.4,60000,0.00178771731388461,1.00003561081292,"ann.fec[17]",2020,"fecundity"
0.23058750006023,0.318621174819357,0.411850002330184,0.319916485388842,0.046465548937058,0.314724109980726,0.000190954517075483,0.4,59211,0.00156096709967295,0.999980499826405,"ann.fec[18]",2021,"fecundity"
0.305463444453226,0.313283793824784,0.320970724733426,0.313305048180625,0.00395354679392516,0.313327894817229,2.25179012233605e-05,0.6,30826,0.0513763003720789,1.00018578621757,"mean.fec",NA,"fecundity"
0.982399204322098,0.985827597586558,0.989330696868396,0.9858329275205,0.00176201470383263,0.985847075806561,2.899109028147e-05,1.6,3694,0.771882697304265,1.00187797374833,"pop.growth.rate",NA,"growth.rate"
0.975181181395357,0.991232807177533,1.00802135014842,0.991325130747968,0.00836281023689735,0.991306014481867,0.000280204311828177,3.4,891,0.866537489635359,1.00181350723342,"fut.growth.rate[1]",NA,"growth.rate"
0.994139251826089,1.01210014824496,1.03165315031494,1.0120557239838,0.00982280081153053,1.01174112307054,0.000384912506176904,3.9,651,0.8925600625342,1.00228909719521,"fut.growth.rate[2]",NA,"growth.rate"
0.924436586087779,0.939550081391207,0.955103416087011,0.939643680485356,0.00784151497532244,0.939355877162241,0.000240775647310146,3.1,1061,0.823857732327553,1.00202073094888,"fut.growth.rate[3]",NA,"growth.rate"
0.0369601256789653,0.0724652900893671,0.118002915385303,0.0750938988844088,0.021492246103287,0.0682039658557444,0.000117881939970979,0.5,33241,0.291568134739962,1.00008576050302,"mean.p.ad[1]",NA,"mean.p.ad[1]"
