"Mean","Median","SD","lcl","ucl","Rhat","parameter","Year"
0.97638562585583,0.984659026856207,0.024717770613117,0.907284143831919,0.999654292971234,1.01738307838305,"adult.survival",2006.5
0.989887083649382,0.997064877144916,0.0171211797871288,0.939428331278548,0.999998787848052,1.04334590106974,"juv.survival",2007.5
0.976967188873344,0.984214130306025,0.0232074537155839,0.91393583611023,0.999597276311042,1.00792051530284,"adult.survival",2007.5
0.988107487568884,0.996429746170066,0.0185608479393942,0.931273165826488,0.999998595542389,1.02247215201416,"juv.survival",2008.5
0.932006658017142,0.931820957282415,0.0280868495593419,0.877051107006947,0.986824768170478,1.01648867365288,"adult.survival",2008.5
0.994699861108553,0.998289007900351,0.0088523878005819,0.968499286109593,0.999998603062851,1.0027900964739,"juv.survival",2009.5
0.983176848970352,0.987174068956906,0.0150445100376072,0.944490548516827,0.999652148273676,1.0113924249491,"adult.survival",2009.5
0.74062261210383,0.738810423064213,0.046379703686483,0.65429346966665,0.836028096251495,1.00331022189544,"juv.survival",2010.5
0.98748543597766,0.990744493724361,0.0114754195225208,0.957253283306967,0.999763112189404,1.00784543777113,"adult.survival",2010.5
0.533666293989645,0.533305663174642,0.0355933075958022,0.465672591743927,0.605548146623578,1.00202101467467,"juv.survival",2011.5
0.962190043605705,0.964825244174515,0.0254037902460908,0.907422602229599,0.998924070952213,1.00190302536729,"adult.survival",2011.5
0.977319150359101,0.98969817146027,0.0297955947080681,0.894671854514984,0.999994262657352,1.00098452734261,"juv.survival",2012.5
0.778655801384402,0.778274530155804,0.0248131354481482,0.731704693512596,0.829044232704017,1.01217524277551,"adult.survival",2012.5
0.994893556012246,0.998329453201717,0.00852172928891193,0.970121050521748,0.999998908838161,1.00044440561741,"juv.survival",2013.5
0.955027875548689,0.956341949184063,0.025213177266007,0.902346235569081,0.997172342985744,1.0048191500074,"adult.survival",2013.5
0.994221146115238,0.998018081976131,0.00918039523653335,0.967310404361609,0.999998557412762,1.00195403082593,"juv.survival",2014.5
0.925832406303812,0.925357195248538,0.0269426449282809,0.874200883933735,0.979524743422447,1.00321009504153,"adult.survival",2014.5
0.993872254495368,0.997996434474321,0.0100122373992926,0.964453295067386,0.999998933049957,1.0005500167876,"juv.survival",2015.5
0.897899033750577,0.89846421261607,0.0219650965313276,0.8531465199871,0.939397081498413,1.0048761730763,"adult.survival",2015.5
0.993915152663842,0.998124904589104,0.0105077514103199,0.963307832453738,0.999999024936932,1.00046492760543,"juv.survival",2016.5
0.991317890094921,0.993707381767598,0.00817052941266561,0.969811071339556,0.99982758940655,1.00460773234162,"adult.survival",2016.5
0.981909074955419,0.995585741252941,0.0331940543824599,0.881662940444071,0.999998119160087,1.00053101123531,"juv.survival",2017.5
0.966708894153452,0.97610893662862,0.0314519270539504,0.885881055931528,0.999477494472778,1.00832797259063,"adult.survival",2017.5
0.977687269313934,0.980566453296315,0.0105484020849369,0.950372901553049,0.989584632474446,1.03441232840963,"beta[1]",NA
0.958934139347299,0.961136640515105,0.0177482588250109,0.917687973062109,0.986072748139835,1.06256047416556,"beta[2]",NA
0.292305631586382,0.292236561600434,0.0153186929322941,0.26487787282453,0.320316991466465,1.02554216456668,"mean.fec",NA
0.471481343926698,0.473889389959009,0.0454271278590021,0.377317431476376,0.556234059845105,1.2590455237653,"mean.skip",NA
0.565025286668808,0.546521645709997,0.0617143680915432,0.501728176516576,0.738000225529578,1.01466448753865,"mean.p",NA
13210.2556805765,13213.2451091164,81.0124484059259,13040.865595512,13363.1073173923,1.00532240950266,"deviance",NA
